"id";"tipo";"id_marca";"id_marca_modelo";"name"
"1";"1";"1";"1";"Integra GS 1.8"
"2";"1";"1";"2";"Legend 3.2/3.5"
"3";"1";"1";"3";"NSX 3.0"
"4";"1";"2";"4";"MARRUÁ 2.8 12V 132cv TDI Diesel"
"4564";"1";"2";"4564";"MARRUÁ AM 100 2.8  CS TDI Diesel"
"4563";"1";"2";"4563";"MARRUÁ AM 100 2.8 CD TDI Diesel"
"4566";"1";"2";"4566";"MARRUÁ AM 150 2.8  CS TDI Diesel"
"4565";"1";"2";"4565";"MARRUÁ AM 150 2.8 CD TDI Diesel"
"4567";"1";"2";"4567";"MARRUÁ AM 200 2.8  CD TDI Diesel"
"4568";"1";"2";"4568";"MARRUÁ AM 200 2.8 CS TDI Diesel"
"10883";"1";"2";"10883";"MARRUÁ AM 200 Esc. 3.8 TDI Die.Aut. (E6)"
"9352";"1";"2";"9352";"MARRUÁ AM 200 Escolar 2.8 TDI Diesel"
"10884";"1";"2";"10884";"MARRUÁ AM 200 Escolar 3.8 TDI Die. (E6)"
"9353";"1";"2";"9353";"MARRUÁ AM 200 Microbus 2.8 TDI Diesel"
"10864";"1";"2";"10864";"MARRUÁ AM 250 3.8 CD TDI Die. Aut. (E6)"
"10569";"1";"2";"10569";"MARRUÁ AM 250 3.8 CD TDI Diesel (E6)"
"10865";"1";"2";"10865";"MARRUÁ AM 250 3.8 CS TDI Die. Aut. (E6)"
"10866";"1";"2";"10866";"MARRUÁ AM 250 3.8 CS TDI Diesel (E6)"
"4569";"1";"2";"4569";"MARRUÁ AM 50 2.8 140cv TDI Diesel"
"5";"1";"3";"5";"145 Elegant 1.7/1.8 16V"
"6";"1";"3";"6";"145 Elegant 2.0 16V"
"7";"1";"3";"7";"145 Quadrifoglio 2.0"
"8";"1";"3";"8";"145 QV"
"9";"1";"3";"9";"147 2.0 16V 148cv 4p Semi-Aut."
"10";"1";"3";"10";"155"
"11";"1";"3";"11";"155 Super"
"12";"1";"3";"12";"156 2.5 V6 24V 190cv 4p Aut."
"13";"1";"3";"13";"156 Sport Wagon 2.0 16V"
"14";"1";"3";"14";"156 Sport Wagon 2.5 V6 24V 4p Aut."
"15";"1";"3";"15";"156 TS/Sport/Elegant 2.0 16V"
"16";"1";"3";"16";"164 3.0 V6"
"17";"1";"3";"17";"164 Super V6 24V"
"18";"1";"3";"18";"166 3.0 V6 24V"
"19";"1";"3";"19";"2300 TI/TI-4"
"20";"1";"3";"20";"Spider 2.0/3.0"
"21";"1";"4";"21";"Hummer Hard-Top 6.5 4x4 Diesel TB"
"22";"1";"4";"22";"Hummer Open-Top 6.5 4x4 Diesel TB"
"23";"1";"4";"23";"Hummer Wagon 6.5 4x4 Diesel TB"
"24";"1";"5";"24";"AM-825 Luxo 4.0 Diesel"
"25";"1";"5";"25";"AM-825 Super Luxo 4.0 Diesel"
"26";"1";"5";"26";"Hi-Topic SLX/SDX/DLX Full Diesel"
"27";"1";"5";"27";"Hi-Topic STD Diesel"
"28";"1";"5";"28";"Hi-Topic Van 2.7 Diesel (furgão)"
"29";"1";"5";"29";"Jipe Rocsta GT 4x4 2.2 Diesel"
"30";"1";"5";"30";"Topic Carga 2.7 Diesel (furgão)"
"31";"1";"5";"31";"Topic Luxo Diesel"
"32";"1";"5";"32";"Topic Super Luxo Diesel"
"33";"1";"5";"33";"Towner Coach Full"
"34";"1";"5";"34";"Towner Furgão"
"35";"1";"5";"35";"Towner Glass Van"
"36";"1";"5";"36";"Towner Luxo"
"37";"1";"5";"37";"Towner Multiuso 5p"
"38";"1";"5";"38";"Towner Panel Van"
"39";"1";"5";"39";"Towner Pick-Up"
"40";"1";"5";"40";"Towner SDX / DLX/ STD"
"41";"1";"5";"41";"Towner Super Luxo"
"42";"1";"5";"42";"Towner Truck"
"6906";"1";"189";"6906";"DB9 Coupe 6.0 V12 510cv"
"6340";"1";"189";"6340";"DB9 Volante 6.0 V12 470cv"
"10560";"1";"189";"10560";"DBS Coupe 5.2 V12 725cv"
"10561";"1";"189";"10561";"DBX 4.0 V8 550cv"
"10562";"1";"189";"10562";"DBX707 4.0 V8 707cv"
"6341";"1";"189";"6341";"Rapide 6.0 V12 477cv"
"6907";"1";"189";"6907";"Rapide S 6.0 V12 550cv"
"6909";"1";"189";"6909";"Vanquish V12 6.0 565cv"
"6342";"1";"189";"6342";"Vantage 6.0 V12 510cv"
"6343";"1";"189";"6343";"Vantage Coupe 4.7 V8 425cv"
"10144";"1";"189";"10144";"Vantage Cupê  4.0 V8 510cv"
"10183";"1";"189";"10183";"Vantage Cupê F1 Edition 4.0 V8 535cv"
"6344";"1";"189";"6344";"Vantage Roadster 4.7 V8 420cv"
"10642";"1";"189";"10642";"Vantage Roadster F1 Edition 4.0 V8 535cv"
"6908";"1";"189";"6908";"Vantage S 6.0 V12 565cv"
"6345";"1";"189";"6345";"Vantage S Coupe 4.7 V8 430cv"
"6346";"1";"189";"6346";"Virage Coupe 6.0 V12 490cv"
"43";"1";"6";"43";"100 2.8 V6"
"44";"1";"6";"44";"100 2.8 V6 Avant"
"45";"1";"6";"45";"100 S-4 2.2 Avant Turbo"
"46";"1";"6";"46";"80 2.0"
"47";"1";"6";"47";"80 2.0 Avant"
"48";"1";"6";"48";"80 2.6/ 2.8"
"49";"1";"6";"49";"80 2.6/2.8 Avant"
"50";"1";"6";"50";"80 2.8 Cabriolet"
"51";"1";"6";"51";"80 S2 Avant"
"5496";"1";"6";"5496";"A1 1.4 TFSI 122cv S-tronic 3p"
"6293";"1";"6";"6293";"A1 2.0 TFSI Quattro 256cv 3p"
"6143";"1";"6";"6143";"A1 Sport 1.4 TFSI 185cv 3p S-tronic"
"7727";"1";"6";"7727";"A1 Sport. S Edition 1.4 TFSI 5p S-tronic"
"6201";"1";"6";"6201";"A1 Sportback 1.4 TFSI 185cv 5p S-tronic"
"6200";"1";"6";"6200";"A1 Sportback 1.4 TFSI 5p S-tronic"
"7418";"1";"6";"7418";"A1 Sportback 1.8 TFSI 192cv 5p S-tronic"
"52";"1";"6";"52";"A3 1.6 3p"
"53";"1";"6";"53";"A3 1.6 3p Aut."
"54";"1";"6";"54";"A3 1.6 5p"
"55";"1";"6";"55";"A3 1.6 5p Aut."
"4154";"1";"6";"4154";"A3 1.6 8V 102cv 3p"
"56";"1";"6";"56";"A3 1.8 3p"
"57";"1";"6";"57";"A3 1.8 3p Aut."
"58";"1";"6";"58";"A3 1.8 5p Aut."
"59";"1";"6";"59";"A3 1.8 5p Mec."
"60";"1";"6";"60";"A3 1.8 Turbo 180cv 3p Aut./ Tip."
"61";"1";"6";"61";"A3 1.8 Turbo 180cv 3p Mec."
"62";"1";"6";"62";"A3 1.8 Turbo 180cv 5p Aut./ Tip."
"63";"1";"6";"63";"A3 1.8 Turbo 180cv 5p Mec."
"64";"1";"6";"64";"A3 1.8 Turbo 3p Aut."
"65";"1";"6";"65";"A3 1.8 Turbo 3p Mec."
"66";"1";"6";"66";"A3 1.8 Turbo 5p Aut."
"67";"1";"6";"67";"A3 1.8 Turbo 5p Mec."
"6950";"1";"6";"6950";"A3 Cabriolet 1.8 16V TFSI 180cv S-tronic"
"8227";"1";"6";"8227";"A3 Cabriolet Ambition 2.0 TFSI S-tronic"
"8559";"1";"6";"8559";"A3 Cabriolet Perfor. 2.0 TFSI S-tronic"
"7419";"1";"6";"7419";"A3 Sed. Ambition 2.0 TSFI 220cv S-tronic"
"8945";"1";"6";"8945";"A3 Sed. P. Plus Tech 1.4 Flex TFSI Tip."
"8768";"1";"6";"8768";"A3 Sed. P.Plus 1.4 25Anos Flex TFSI Tip."
"6689";"1";"6";"6689";"A3 Sed.1.8/1.8 Ambit.16V TB FSI S-tronic"
"10195";"1";"6";"10195";"A3 Sed.Perf. Black 2.0 TFSI S-tr. (Hib.)"
"7391";"1";"6";"7391";"A3 Sedan 1.4 TFSI Flex Tiptronic 4p"
"6768";"1";"6";"6768";"A3 Sedan 1.4/ Attra. 16V TB FSI S-tronic"
"8560";"1";"6";"8560";"A3 Sedan Performance 2.0 TFSI S-tronic"
"8561";"1";"6";"8561";"A3 Sedan Prestige 1.4 TFSI Flex Tip."
"8562";"1";"6";"8562";"A3 Sedan Prestige Plus 1.4 TFSI Flex Tip"
"9963";"1";"6";"9963";"A3 Sedan S-Line 2.0 TFSI  S-Tron.(Híb.)"
"9655";"1";"6";"9655";"A3 Sedan S-Line Limited 1.4 TFSI Tiptro."
"6461";"1";"6";"6461";"A3 Sport 1.8 16V TFSI S-tronic 3p"
"5125";"1";"6";"5125";"A3 Sport 2.0 16V TFSI S- tronic"
"9964";"1";"6";"9964";"A3 Sportb. Perf. Black 2.0 S-tron.(Híb.)"
"8563";"1";"6";"8563";"A3 Sportb. Prestige Plus 1.4 TFSI S-tron"
"9965";"1";"6";"9965";"A3 Sportb. S-Line 2.0 TFSI S-Tron.(Híb.)"
"9657";"1";"6";"9657";"A3 Sportb. S-Line Limited 1.4 TFSI Tip."
"6510";"1";"6";"6510";"A3 Sportback 1.4 TFSI S-tronic"
"4155";"1";"6";"4155";"A3 Sportback 1.6 8V 102cv 5p"
"6511";"1";"6";"6511";"A3 Sportback 1.8 16V TFSI S-tronic 5p"
"4156";"1";"6";"4156";"A3 Sportback 2.0 16V TFSI Mec."
"4157";"1";"6";"4157";"A3 Sportback 2.0 16V TFSI S-tronic"
"68";"1";"6";"68";"A4 1.8  Aut."
"69";"1";"6";"69";"A4 1.8  Mec."
"70";"1";"6";"70";"A4 1.8 Avant Aut."
"71";"1";"6";"71";"A4 1.8 Avant Mec."
"72";"1";"6";"72";"A4 1.8 Avant Turbo Mec."
"73";"1";"6";"73";"A4 1.8 Avant Turbo Tip./ Multitronic"
"74";"1";"6";"74";"A4 1.8 Tip./ Multitronic Turbo"
"75";"1";"6";"75";"A4 1.8 Turbo"
"4843";"1";"6";"4843";"A4 2.0 16V TFSI 183/180cv Multitronic"
"4182";"1";"6";"4182";"A4 2.0 16V TFSI 200/ 214cv Multitronic"
"6144";"1";"6";"6144";"A4 2.0 16V TFSI Quattro Stronic"
"76";"1";"6";"76";"A4 2.0 20V 130cv Multitronic 4p"
"6145";"1";"6";"6145";"A4 2.0 Avant 16V TFSI Quattro Stronic"
"7750";"1";"6";"7750";"A4 2.0 Avant Ambie. 2.0 16V TFSi S tron."
"4844";"1";"6";"4844";"A4 2.0 Avant TFSI 183/180cv Multitroni"
"4183";"1";"6";"4183";"A4 2.0 Avant TFSI 200/214cv Multitron."
"77";"1";"6";"77";"A4 2.4 30V Avant Mec."
"78";"1";"6";"78";"A4 2.4 30V Avant Tip./Multitronic"
"79";"1";"6";"79";"A4 2.4 30V Mec."
"80";"1";"6";"80";"A4 2.4 30V Tip./Multitronic"
"81";"1";"6";"81";"A4 2.4 Avant V6 30V Quattro Mec."
"82";"1";"6";"82";"A4 2.4 Avant V6 30V Quattro Tiptronic"
"83";"1";"6";"83";"A4 2.4 V6 30V Quattro Mec."
"84";"1";"6";"84";"A4 2.4 V6 30V Quattro Tiptronic"
"85";"1";"6";"85";"A4 2.8"
"86";"1";"6";"86";"A4 2.8 30V  Tiptronic/ Aut."
"87";"1";"6";"87";"A4 2.8 30V Mec."
"88";"1";"6";"88";"A4 2.8 Avant V6 12V"
"89";"1";"6";"89";"A4 2.8 Avant V6 30V Mec."
"90";"1";"6";"90";"A4 2.8 Avant V6 30V Quattro Mec."
"91";"1";"6";"91";"A4 2.8 Avant V6 30V Quattro Tiptronic"
"92";"1";"6";"92";"A4 2.8 Avant V6 30V Tiptronic"
"93";"1";"6";"93";"A4 2.8 V6 30V  Quattro Tiptronic"
"94";"1";"6";"94";"A4 2.8 V6 30V Quattro Mec."
"95";"1";"6";"95";"A4 3.0 30V 218cv Multitronic 4p"
"96";"1";"6";"96";"A4 3.0 30V 218cv Quattro Tiptron./Aut 4p"
"97";"1";"6";"97";"A4 3.0 Avant 30V 218cv Multitronic 5p"
"98";"1";"6";"98";"A4 3.0 Avant 30V 218cv Quattro Tiptronic"
"99";"1";"6";"99";"A4 3.0 Cabriolet 30V 218cv Multitronic"
"4286";"1";"6";"4286";"A4 3.2 FSI 24V 255cv Multitronic"
"4731";"1";"6";"4731";"A4 3.2 FSI 24V 269cv Quattro Tiptronic"
"4287";"1";"6";"4287";"A4 3.2 FSI Avant 24V 255cv Multitronic"
"4935";"1";"6";"4935";"A4 3.2 FSI Avant 24V Quattro S Tronic"
"4288";"1";"6";"4288";"A4 3.2 FSI Cabriolet 24V 255cv Multitron"
"7717";"1";"6";"7717";"A4 Ambiente 2.0 TFSI 190cv S tronic"
"7894";"1";"6";"7894";"A4 Ambition 2.0 TFSI Quattro S tronic"
"7656";"1";"6";"7656";"A4 Attraction 2.0 TFSI 190cv S tronic"
"8228";"1";"6";"8228";"A4 Avant Lim. Ed. 2.0 TFSI S tronic"
"8769";"1";"6";"8769";"A4 Avant Prest. Plus 2.0 TFSI S-tronic"
"7537";"1";"6";"7537";"A4 Launch Edition 2.0 TFSI 190cv S troni"
"8229";"1";"6";"8229";"A4 Limited Edition 2.0 TFSI S tronic"
"9223";"1";"6";"9223";"A4 Perfor. Black 2.0 TFSI Quat. S tronic"
"11036";"1";"6";"11036";"A4 Prestige 2.0 16V TFSI Quattro (Híb.)"
"9894";"1";"6";"9894";"A4 Prestige 2.0 TFSI S-tronic"
"8771";"1";"6";"8771";"A4 Prestige Plus 2.0 TFSI 190cv S tronic"
"9824";"1";"6";"9824";"A4 S Line 2.0  TFSI 204cv S Tonic"
"11037";"1";"6";"11037";"A4 S Line 2.0 16V TFSI Quattro (Híb.)"
"4798";"1";"6";"4798";"A5 3.2 FSI 24V 269cv Multitronic"
"5126";"1";"6";"5126";"A5 3.2 FSI V6 24V 269cv Quattro Tiptroni"
"7999";"1";"6";"7999";"A5 Ambiente Sportb. 2.0 TFSI S tonic"
"8000";"1";"6";"8000";"A5 Ambit. Plus Sport. 2.0 TFSI S tronic"
"8001";"1";"6";"8001";"A5 Ambit. Sport. 2.0 TFSI S tronic"
"8002";"1";"6";"8002";"A5 Attraction Sportb. 2.0 TFSI S tronic"
"6082";"1";"6";"6082";"A5 Cabriolet 2.0 TFSI Quattro Stronic"
"6083";"1";"6";"6083";"A5 Coupê 2.0 TFSI Quattro Stronic"
"6084";"1";"6";"6084";"A5 Sportb. 2.0 16V TFSI Quat. S-tronic"
"11038";"1";"6";"11038";"A5 Sportb. Advanc. 2.0 TFSI Quatt. (Híb)"
"10652";"1";"6";"10652";"A5 Sportb. Carbon Ed. 2.0 TFSI S-tronic"
"8564";"1";"6";"8564";"A5 Sportb. Perf. 2.0 TFSI Quat. S-tronic"
"8565";"1";"6";"8565";"A5 Sportb. Prestige 2.0 16V TFSI S-troni"
"11039";"1";"6";"11039";"A5 Sportb. S Line 2.0 TFSI Quatt. (Híb.)"
"8566";"1";"6";"8566";"A5 Sportb.Perf.B. 2.0 TFSI Quat. S-troni"
"8567";"1";"6";"8567";"A5 Sportb.Prestige Plus 2.0 TFSI S-tronc"
"7022";"1";"6";"7022";"A5 Sportback 1.8 TFSI 170cv Multi."
"6043";"1";"6";"6043";"A5 Sportback 2.0 16V TFSI 180cv Multi."
"5234";"1";"6";"5234";"A5 Sportback 2.0 16V TFSI 211cv Multi."
"8772";"1";"6";"8772";"A5 Sportback S-Line 2.0 TFSI S-tronic"
"7254";"1";"6";"7254";"A6 2.0 TFSI 252cv S tronic 4p"
"100";"1";"6";"100";"A6 2.4 30V Mec"
"101";"1";"6";"101";"A6 2.4 30V Tip./Multitronic"
"102";"1";"6";"102";"A6 2.4 Avant 30V Mec."
"103";"1";"6";"103";"A6 2.4 Avant 30V Tip./ Multitronic"
"104";"1";"6";"104";"A6 2.4 Avant V6 30V Quattro Mec."
"105";"1";"6";"105";"A6 2.4 Avant V6 30V Quattro Tiptronic"
"106";"1";"6";"106";"A6 2.4 V6 30V Quattro Mec"
"107";"1";"6";"107";"A6 2.4 V6 30V Quattro Tiptronic"
"108";"1";"6";"108";"A6 2.7 30V Avant Tiptronic"
"109";"1";"6";"109";"A6 2.7 30V Mec."
"110";"1";"6";"110";"A6 2.7 Avant Quattro Tiptronic"
"111";"1";"6";"111";"A6 2.7 Quattro Tiptronic"
"112";"1";"6";"112";"A6 2.8"
"113";"1";"6";"113";"A6 2.8 30V Mec."
"114";"1";"6";"114";"A6 2.8 30V Tiptronic"
"115";"1";"6";"115";"A6 2.8 Avant"
"116";"1";"6";"116";"A6 2.8 Avant 30V Mec."
"117";"1";"6";"117";"A6 2.8 Avant 30V Tiptronic"
"118";"1";"6";"118";"A6 2.8 Avant V6 30V Quattro Mec."
"119";"1";"6";"119";"A6 2.8 Avant V6 30V Quattro Tiptronic"
"120";"1";"6";"120";"A6 2.8 V6 30V Quattro Mec."
"121";"1";"6";"121";"A6 2.8 V6 30V Quattro Tiptronic"
"122";"1";"6";"122";"A6 3.0 Avant V6 30V 218cv Multitronic 5p"
"5374";"1";"6";"5374";"A6 3.0 Avant. TB FSI V6 Quattro Tip. 5p"
"6413";"1";"6";"6413";"A6 3.0 Avant.TFSI V6 Quattro S tronic 5p"
"4958";"1";"6";"4958";"A6 3.0 TB FSI V6 Quattro Tiptronic"
"6414";"1";"6";"6414";"A6 3.0 TFSI V6 Quattro S tronic 4p"
"123";"1";"6";"123";"A6 3.0 V6 30V 218cv Multitronic 4p"
"4526";"1";"6";"4526";"A6 3.2 FSI 24V 255cv Multitronic"
"124";"1";"6";"124";"A6 4.2 Avant Quattro Tiptronic"
"125";"1";"6";"125";"A6 4.2 Quattro Tiptronic"
"6462";"1";"6";"6462";"A6 Allroad 3.0 TFSI V6 Quattro S tronic"
"9298";"1";"6";"9298";"A6 Perf. Black 3.0 TFSI Quattro S-tronic"
"8814";"1";"6";"8814";"A6 Performance 3.0 TFSI Quattro S.tronic"
"9451";"1";"6";"9451";"A6 Prestige Plus 2.0 TFSI Quattro S-tro."
"9319";"1";"6";"9319";"A7 SP.b. Perf. Bla. 3.0 TFSI Quat. S-tro"
"7447";"1";"6";"7447";"A7 Sportback 2.0 TFSI S Tronic"
"5549";"1";"6";"5549";"A7 Sportback 3.0 TFSI Quattro S Tronic"
"8815";"1";"6";"8815";"A7 Sportback Perf. 3.0 TFSI S-tron Quat."
"7127";"1";"6";"7127";"A8 3.0 TFSI 310cv Quattro Tiptronic 4p"
"6631";"1";"6";"6631";"A8 4.0 TFSI Quattro Tiptronic"
"126";"1";"6";"126";"A8 4.2 Quattro Tiptronic"
"127";"1";"6";"127";"A8 4.2 V8 32V Tiptronic"
"3928";"1";"6";"3928";"A8 6.0 W12 48V 450cv Quattro Tiptronic"
"5717";"1";"6";"5717";"A8 6.3 W12 48V Quattro Tiptronic"
"128";"1";"6";"128";"Allroad 2.7 30V Quattro Turbo Tiptronic"
"129";"1";"6";"129";"Avant RS2"
"10814";"1";"6";"10814";"E-TRON GT Aut. (Elétrico)"
"9077";"1";"6";"9077";"E-TRON Performa. Black Aut. (Elétrico)"
"9078";"1";"6";"9078";"E-TRON Performace Aut. (Elétrico)"
"9605";"1";"6";"9605";"E-TRON S Sportback Quat. Aut. (Elétrico)"
"9186";"1";"6";"9186";"E-TRON Sportb. Perf.Black Aut.(Elétrico)"
"9187";"1";"6";"9187";"E-TRON Sportback Perf. Aut. (Elétrico)"
"7255";"1";"6";"7255";"Q3 1.4 TFSI/TFSI Flex S-tronic 5p"
"10888";"1";"6";"10888";"Q3 2.0 TFSI Anniversary Edition Quattro"
"6044";"1";"6";"6044";"Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p"
"6045";"1";"6";"6045";"Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p"
"8230";"1";"6";"8230";"Q3 Black Ed. 1.4 TFSI Flex/Black S-tron."
"9304";"1";"6";"9304";"Q3 Black S Line 1.4 TFSI S-tronic"
"8569";"1";"6";"8569";"Q3 P. Plus 1.4 TFSI Flex/P.Plus S-tronic"
"9796";"1";"6";"9796";"Q3 Perf. Black 2.0 TFSI Tiptr. Quattro"
"9871";"1";"6";"9871";"Q3 Performance 2.0 TFSI Tiptr. Quattro"
"8568";"1";"6";"8568";"Q3 Prest. 1.4 TFSI Flex/Prest. S-tronic"
"10111";"1";"6";"10111";"Q3 Prestige 2.0 TFSI Tiptr.Quatro "
"9835";"1";"6";"9835";"Q3 SPB Perf. Black 2.0 TFSI Tipt. Quat."
"9836";"1";"6";"9836";"Q3 SPB Performance 2.0 TFSI Tipt. Quatt."
"10889";"1";"6";"10889";"Q3 Sportb. 2.0 TFSI Anniv. Edit. Quattro"
"6573";"1";"6";"6573";"Q5 2.0 16V TFSI 225cv Quattro Tiptronic"
"4936";"1";"6";"4936";"Q5 2.0 16V TFSI Quattro S Tronic"
"8231";"1";"6";"8231";"Q5 2.0 TFSI Quattro S tronic (Blindado)"
"6486";"1";"6";"6486";"Q5 3.0 V6 TFSI 272cv Quattro Tiptronic"
"4959";"1";"6";"4959";"Q5 3.2 FSI V6 Quattro S Tronic"
"8036";"1";"6";"8036";"Q5 Ambiente 2.0 TFSI Quattro S tronic"
"8037";"1";"6";"8037";"Q5 Ambition 2.0 TFSI Quattro S tronic"
"8038";"1";"6";"8038";"Q5 Attraction 2.0 TFSI Quattro S tronic"
"8583";"1";"6";"8583";"Q5 Black 2.0 TFSI Quattro S tronic"
"10045";"1";"6";"10045";"Q5 Perf. Black 2.0 TFSIe S.Tr. Qt (Hib.)"
"10046";"1";"6";"10046";"Q5 Performance 2.0 TFSIe S.Tr. Qt (Hib.)"
"8584";"1";"6";"8584";"Q5 Prestige 2.0 TFSI Quattro S tronic"
"8585";"1";"6";"8585";"Q5 Prestige Plus 2.0 TFSI Quat. S tronic"
"10047";"1";"6";"10047";"Q5 SB P Black. 2.0 TFSIe S.Tr. Qt (Hib.)"
"10048";"1";"6";"10048";"Q5 SB Perf. 2.0 TFSIe S.Tr. Qt (Hib.)"
"8773";"1";"6";"8773";"Q5 S-Line 2.0 TFSI Quattro S-tronic"
"9486";"1";"6";"9486";"Q5 S-Line Black 2.0 TFSI Quat. S-Tronic"
"9526";"1";"6";"9526";"Q5 SPB. S-Line Black 2.0 TFSI Qua.S-Tron"
"9527";"1";"6";"9527";"Q5 Sportback S-Line 2.0 TFSI Quat.S-Tron"
"7917";"1";"6";"7917";"Q7 3.0 V6 TDI Quat.Tip. 5p Die./Perfor."
"10049";"1";"6";"10049";"Q7 3.0 V6 TFSI  Quat.Tip.5p/ Perf.(Híb.)"
"4694";"1";"6";"4694";"Q7 3.6 V6 284cv Quattro Tiptronic"
"4184";"1";"6";"4184";"Q7 4.2 V8 40V 350cv Quattro Tiptronic"
"10050";"1";"6";"10050";"Q7 Perf. Black 3.0 TFSI Quat.Tip.(Híb.)"
"8658";"1";"6";"8658";"Q7 Perf.Black 3.0 TDI Quat.Tip.5p Dies."
"9205";"1";"6";"9205";"Q7 S-Line 3.0 V6 TFSI Quattro Tiptronic"
"10869";"1";"6";"10869";"Q8 E-TRON Launch Edition (Elétrico)"
"10870";"1";"6";"10870";"Q8 E-TRON Performance Black (Elétrico)"
"10786";"1";"6";"10786";"Q8 E-TRON Sportb. Perf. Black (Elétrico)"
"10827";"1";"6";"10827";"Q8 E-TRON Sportb.Launch Edt. (Elétrico)"
"10996";"1";"6";"10996";"Q8 Perf.Black 3.0 TFSI Quat. S-tr/(Híb.)"
"10997";"1";"6";"10997";"Q8 Perfo. 3.0 TFSI Quattro S-tron/(Híb.)"
"5235";"1";"6";"5235";"R8 4.2 V8 426cv Quattro R-tronic"
"5236";"1";"6";"5236";"R8 5.2 V10 Quattro R-tronic/S-tronic"
"5974";"1";"6";"5974";"R8 GT 5.2 V10 560cv Quattro R-tronic"
"5550";"1";"6";"5550";"R8 Spyder 5.2 Quattro R-tronic/S-tronic"
"9606";"1";"6";"9606";"RS E-TRON GT Quattro Aut. (Elétrico)"
"6865";"1";"6";"6865";"RS Q3 2.5 TFSI Quattro S-tronic 5p"
"9292";"1";"6";"9292";"RS Q3 Sportback 2.5 TFSI Quattro S-tron."
"9224";"1";"6";"9224";"RS Q8 4.0 Bi-TB V8 FSI Quattro Tiptronic"
"8175";"1";"6";"8175";"RS3 Sedan 2.5 TFSI Quattro S-tronic"
"5922";"1";"6";"5922";"RS3 Sportback 2.5 TFSI Quattro S-tronic"
"130";"1";"6";"130";"RS4 2.7 Avant V6 30V BI-TB Quattro 380cv"
"8628";"1";"6";"8628";"RS4 2.9 Avant V6 TFSI Quattro Tiptronic"
"6487";"1";"6";"6487";"RS4 4.2 Avant 32V FSI Quattro S-tronic"
"5410";"1";"6";"5410";"RS5 4.2 FSI V8 450cv Quattro S-Tron. 2p"
"8629";"1";"6";"8629";"RS5 Coupê 2.9 V6 TFSI Quattro Tiptronic"
"10681";"1";"6";"10681";"RS5 SPB. C.Plus Track 2.9 Quat. S-tronic"
"10682";"1";"6";"10682";"RS5 SPB. Compet. Plus 2.9 Quat. S-tronic"
"9247";"1";"6";"9247";"RS5 Sportback 2.9 V6 TFSI Quattro Tip."
"10227";"1";"6";"10227";"RS6 4.0 Avant TFSI BI-TB Quat.Tip.(Hib.)"
"131";"1";"6";"131";"RS6 4.2 450cv BI-TB Quattro Tiptronic 4p"
"132";"1";"6";"132";"RS6 4.2 Avant  BI-TB Quattro Tiptron. 5p"
"5335";"1";"6";"5335";"RS6 5.0 Avant.FSI V10 Bi-TB Quattro Tip."
"5336";"1";"6";"5336";"RS6 5.0 FSI V10 Bi-TB Quattro Tip."
"6883";"1";"6";"6883";"RS7 Sportback 4.0 TFSI Quattro Tiptronic"
"6769";"1";"6";"6769";"S Q5 3.0 V6 TFSI 354cv Quattro Tiptronic"
"133";"1";"6";"133";"S3 1.8 225cv Turbo Quattro"
"6951";"1";"6";"6951";"S3 Sedan 2.0 TFSI Quattro 286cv S-tronic"
"5127";"1";"6";"5127";"S3 Sportback 2.0 TFSI Quattro S Tronic"
"134";"1";"6";"134";"S4 2.7 Avant Turbo Quattro"
"135";"1";"6";"135";"S4 2.7 Turbo Quattro Mec."
"6085";"1";"6";"6085";"S4 3.0 Avant TFSI V6 24V Quattro Stronic"
"6086";"1";"6";"6086";"S4 3.0 TFSI V6 24V Quattro Stronic"
"136";"1";"6";"136";"S4 4.2 Avant V8 40V 344cv Quattro Tipt."
"137";"1";"6";"137";"S4 4.2 V8 40V 344cv Quattro Tiptronic"
"6087";"1";"6";"6087";"S5 Cabriolet 3.0 TFSI Quattro Stronic"
"6088";"1";"6";"6088";"S5 Coupê 3.0 TFSI Quattro Stronic"
"6089";"1";"6";"6089";"S5 Sportback 3.0 TFSI Quattro Stronic"
"138";"1";"6";"138";"S6 2.2 20V TB"
"139";"1";"6";"139";"S6 2.2 Avant 20V TB"
"7302";"1";"6";"7302";"S6 4.0 TFSI Quattro S-Tronic 4p"
"140";"1";"6";"140";"S6 4.2 Avant V8 40V Quattro Tiptronic"
"141";"1";"6";"141";"S6 4.2 V8 40V Quattro Mec"
"142";"1";"6";"142";"S6 4.2 V8 40V Quattro Tiptronic"
"5186";"1";"6";"5186";"S6 5.2 Avant FSI V10 435cv Quattro Tiptr"
"5187";"1";"6";"5187";"S6 5.2 FSI V10 435cv Quattro Tiptronic"
"143";"1";"6";"143";"S6 Plus 4.2 Avant V8 32V"
"144";"1";"6";"144";"S6 Plus 4.2 V8 32V"
"6632";"1";"6";"6632";"S7 4.0 TFSI 420/450cv Quattro S-tronic"
"7128";"1";"6";"7128";"S8 4.0 TFSI Quattro Tiptronic 4p"
"145";"1";"6";"145";"S8 4.2 Mec"
"146";"1";"6";"146";"S8 4.2 Quattro Mec."
"147";"1";"6";"147";"S8 4.2 Quattro Tiptronic"
"148";"1";"6";"148";"S8 4.2 Tiptronic"
