"id";"tipo";"id_marca";"id_modelo";"id_modelo_ano";"name"
"1";"1";"1";"1";"1992-1";"1992 Gasolina"
"2";"1";"1";"1";"1991-1";"1991 Gasolina"
"3";"1";"21";"447";"2006-1";"2006 Gasolina"
"4";"1";"21";"447";"2005-1";"2005 Gasolina"
"5";"1";"21";"447";"2004-1";"2004 Gasolina"
"6";"1";"21";"447";"2003-1";"2003 Gasolina"
"7";"1";"21";"447";"2002-1";"2002 Gasolina"
"8";"1";"1";"2";"1998-1";"1998 Gasolina"
"9";"1";"1";"2";"1997-1";"1997 Gasolina"
"10";"1";"1";"2";"1996-1";"1996 Gasolina"
"11";"1";"1";"2";"1995-1";"1995 Gasolina"
"12";"1";"1";"2";"1994-1";"1994 Gasolina"
"13";"1";"1";"2";"1993-1";"1993 Gasolina"
"14";"1";"1";"2";"1992-1";"1992 Gasolina"
"15";"1";"1";"2";"1991-1";"1991 Gasolina"
"16";"1";"21";"448";"2003-1";"2003 Gasolina"
"17";"1";"21";"448";"2002-1";"2002 Gasolina"
"18";"1";"21";"449";"2006-1";"2006 Gasolina"
"19";"1";"21";"449";"2005-1";"2005 Gasolina"
"20";"1";"21";"449";"2004-1";"2004 Gasolina"
"21";"1";"1";"3";"1995-1";"1995 Gasolina"
"22";"1";"1";"3";"1994-1";"1994 Gasolina"
"23";"1";"1";"3";"1993-1";"1993 Gasolina"
"24";"1";"1";"3";"1992-1";"1992 Gasolina"
"25";"1";"1";"3";"1991-1";"1991 Gasolina"
"26";"1";"21";"3934";"2021-1";"2021 Gasolina"
"27";"1";"21";"3934";"2016-1";"2016 Gasolina"
"28";"1";"21";"3934";"2015-1";"2015 Gasolina"
"29";"1";"21";"3934";"2014-1";"2014 Gasolina"
"30";"1";"21";"3934";"2013-1";"2013 Gasolina"
"31";"1";"21";"3934";"2012-1";"2012 Gasolina"
"32";"1";"21";"3934";"2011-1";"2011 Gasolina"
"33";"1";"21";"3934";"2010-1";"2010 Gasolina"
"34";"1";"21";"3934";"2009-1";"2009 Gasolina"
"35";"1";"21";"3934";"2008-1";"2008 Gasolina"
"36";"1";"21";"3934";"2007-1";"2007 Gasolina"
"37";"1";"21";"3934";"2006-1";"2006 Gasolina"
"38";"1";"2";"4";"2007-3";"2007 Diesel"
"39";"1";"2";"4";"2006-3";"2006 Diesel"
"40";"1";"2";"4";"2005-3";"2005 Diesel"
"41";"1";"2";"4";"2004-3";"2004 Diesel"
"42";"1";"21";"5106";"2011-1";"2011 Gasolina"
"43";"1";"21";"5106";"2010-1";"2010 Gasolina"
"44";"1";"2";"4564";"2015-3";"2015 Diesel"
"45";"1";"2";"4564";"2014-3";"2014 Diesel"
"46";"1";"2";"4564";"2013-3";"2013 Diesel"
"47";"1";"2";"4564";"2012-3";"2012 Diesel"
"48";"1";"2";"4564";"2011-3";"2011 Diesel"
"49";"1";"2";"4564";"2010-3";"2010 Diesel"
"50";"1";"2";"4564";"2009-3";"2009 Diesel"
"51";"1";"2";"4564";"2008-3";"2008 Diesel"
"52";"1";"21";"450";"2003-1";"2003 Gasolina"
"53";"1";"21";"450";"2002-1";"2002 Gasolina"
"54";"1";"21";"451";"2006-1";"2006 Gasolina"
"55";"1";"21";"451";"2005-1";"2005 Gasolina"
"56";"1";"21";"451";"2004-1";"2004 Gasolina"
"57";"1";"21";"3935";"2010-1";"2010 Gasolina"
"58";"1";"21";"3935";"2009-1";"2009 Gasolina"
"59";"1";"21";"3935";"2008-1";"2008 Gasolina"
"60";"1";"21";"3935";"2007-1";"2007 Gasolina"
"61";"1";"21";"3935";"2006-1";"2006 Gasolina"
"62";"1";"2";"4563";"2015-3";"2015 Diesel"
"63";"1";"2";"4563";"2014-3";"2014 Diesel"
"64";"1";"2";"4563";"2013-3";"2013 Diesel"
"65";"1";"2";"4563";"2012-3";"2012 Diesel"
"66";"1";"2";"4563";"2011-3";"2011 Diesel"
"67";"1";"2";"4563";"2010-3";"2010 Diesel"
"68";"1";"2";"4563";"2009-3";"2009 Diesel"
"69";"1";"2";"4563";"2008-3";"2008 Diesel"
"70";"1";"2";"4563";"2007-3";"2007 Diesel"
"71";"1";"21";"5536";"2021-1";"2021 Gasolina"
"72";"1";"21";"5536";"2020-1";"2020 Gasolina"
"73";"1";"21";"5536";"2019-1";"2019 Gasolina"
"74";"1";"21";"5536";"2018-1";"2018 Gasolina"
"75";"1";"21";"5536";"2017-1";"2017 Gasolina"
"76";"1";"21";"5536";"2016-1";"2016 Gasolina"
"77";"1";"21";"5536";"2015-1";"2015 Gasolina"
"78";"1";"21";"5536";"2014-1";"2014 Gasolina"
"79";"1";"21";"5536";"2013-1";"2013 Gasolina"
"80";"1";"21";"5536";"2012-1";"2012 Gasolina"
"81";"1";"2";"4566";"2015-3";"2015 Diesel"
"82";"1";"2";"4566";"2014-3";"2014 Diesel"
"83";"1";"2";"4566";"2013-3";"2013 Diesel"
"84";"1";"2";"4566";"2012-3";"2012 Diesel"
"85";"1";"2";"4566";"2011-3";"2011 Diesel"
"86";"1";"2";"4566";"2010-3";"2010 Diesel"
"87";"1";"2";"4566";"2009-3";"2009 Diesel"
"88";"1";"2";"4566";"2008-3";"2008 Diesel"
"89";"1";"21";"452";"2006-1";"2006 Gasolina"
"90";"1";"21";"452";"2005-1";"2005 Gasolina"
"91";"1";"21";"452";"2004-1";"2004 Gasolina"
"92";"1";"21";"452";"2003-1";"2003 Gasolina"
"93";"1";"21";"452";"2002-1";"2002 Gasolina"
"94";"1";"2";"4565";"2015-3";"2015 Diesel"
"95";"1";"2";"4565";"2014-3";"2014 Diesel"
"96";"1";"2";"4565";"2013-3";"2013 Diesel"
"97";"1";"2";"4565";"2012-3";"2012 Diesel"
"98";"1";"2";"4565";"2011-3";"2011 Diesel"
"99";"1";"2";"4565";"2010-3";"2010 Diesel"
"100";"1";"2";"4565";"2009-3";"2009 Diesel"
"101";"1";"2";"4565";"2008-3";"2008 Diesel"
"102";"1";"21";"4097";"2011-1";"2011 Gasolina"
"103";"1";"21";"4097";"2010-1";"2010 Gasolina"
"104";"1";"21";"4097";"2009-1";"2009 Gasolina"
"105";"1";"21";"4097";"2008-1";"2008 Gasolina"
"106";"1";"21";"4097";"2007-1";"2007 Gasolina"
"107";"1";"2";"4567";"2022-3";"2022 Diesel"
"108";"1";"2";"4567";"2021-3";"2021 Diesel"
"109";"1";"2";"4567";"2020-3";"2020 Diesel"
"110";"1";"2";"4567";"2019-3";"2019 Diesel"
"111";"1";"2";"4567";"2018-3";"2018 Diesel"
"112";"1";"2";"4567";"2017-3";"2017 Diesel"
"113";"1";"2";"4567";"2016-3";"2016 Diesel"
"114";"1";"2";"4567";"2015-3";"2015 Diesel"
"115";"1";"2";"4567";"2014-3";"2014 Diesel"
"116";"1";"2";"4567";"2013-3";"2013 Diesel"
"117";"1";"2";"4567";"2012-3";"2012 Diesel"
"118";"1";"2";"4567";"2011-3";"2011 Diesel"
"119";"1";"2";"4567";"2010-3";"2010 Diesel"
"120";"1";"2";"4567";"2009-3";"2009 Diesel"
"121";"1";"2";"4567";"2008-3";"2008 Diesel"
"122";"1";"21";"10659";"32000-3";"32000 Diesel"
"123";"1";"21";"10659";"2024-3";"2024 Diesel"
"124";"1";"21";"10659";"2023-3";"2023 Diesel"
"125";"1";"21";"453";"2009-3";"2009 Diesel"
"126";"1";"21";"453";"2008-3";"2008 Diesel"
"127";"1";"21";"453";"2007-3";"2007 Diesel"
"128";"1";"21";"453";"2006-3";"2006 Diesel"
"129";"1";"21";"453";"2005-3";"2005 Diesel"
"130";"1";"21";"453";"2004-3";"2004 Diesel"
"131";"1";"21";"453";"2003-3";"2003 Diesel"
"132";"1";"21";"8204";"2021-3";"2021 Diesel"
"133";"1";"21";"8204";"2020-3";"2020 Diesel"
"134";"1";"21";"8204";"2019-3";"2019 Diesel"
"135";"1";"21";"8204";"2018-3";"2018 Diesel"
"136";"1";"21";"5022";"2017-3";"2017 Diesel"
"137";"1";"21";"5022";"2016-3";"2016 Diesel"
"138";"1";"21";"5022";"2015-3";"2015 Diesel"
"139";"1";"21";"5022";"2014-3";"2014 Diesel"
"140";"1";"21";"5022";"2013-3";"2013 Diesel"
"141";"1";"21";"5022";"2012-3";"2012 Diesel"
"142";"1";"21";"5022";"2011-3";"2011 Diesel"
"143";"1";"21";"5022";"2010-3";"2010 Diesel"
"144";"1";"2";"4568";"2022-3";"2022 Diesel"
"145";"1";"2";"4568";"2021-3";"2021 Diesel"
"146";"1";"2";"4568";"2020-3";"2020 Diesel"
"147";"1";"2";"4568";"2019-3";"2019 Diesel"
"148";"1";"2";"4568";"2018-3";"2018 Diesel"
"149";"1";"2";"4568";"2017-3";"2017 Diesel"
"150";"1";"2";"4568";"2016-3";"2016 Diesel"
"151";"1";"2";"4568";"2015-3";"2015 Diesel"
"152";"1";"2";"4568";"2014-3";"2014 Diesel"
"153";"1";"2";"4568";"2013-3";"2013 Diesel"
"154";"1";"2";"4568";"2012-3";"2012 Diesel"
"155";"1";"2";"4568";"2011-3";"2011 Diesel"
"156";"1";"2";"4568";"2010-3";"2010 Diesel"
"157";"1";"2";"4568";"2009-3";"2009 Diesel"
"158";"1";"2";"4568";"2008-3";"2008 Diesel"
"159";"1";"2";"4568";"2007-3";"2007 Diesel"
"160";"1";"21";"5023";"2017-3";"2017 Diesel"
"161";"1";"21";"5023";"2016-3";"2016 Diesel"
"162";"1";"21";"5023";"2015-3";"2015 Diesel"
"163";"1";"21";"5023";"2014-3";"2014 Diesel"
"164";"1";"21";"5023";"2013-3";"2013 Diesel"
"165";"1";"21";"5023";"2012-3";"2012 Diesel"
"166";"1";"21";"5023";"2011-3";"2011 Diesel"
"167";"1";"21";"5023";"2010-3";"2010 Diesel"
"168";"1";"21";"8205";"2021-3";"2021 Diesel"
"169";"1";"21";"8205";"2020-3";"2020 Diesel"
"170";"1";"21";"8205";"2019-3";"2019 Diesel"
"171";"1";"21";"8205";"2018-3";"2018 Diesel"
"172";"1";"2";"10883";"32000-3";"32000 Diesel"
"173";"1";"2";"10883";"2024-3";"2024 Diesel"
"174";"1";"2";"10883";"2023-3";"2023 Diesel"
"175";"1";"21";"8206";"2021-3";"2021 Diesel"
"176";"1";"21";"8206";"2020-3";"2020 Diesel"
"177";"1";"21";"8206";"2019-3";"2019 Diesel"
"178";"1";"21";"8206";"2018-3";"2018 Diesel"
"179";"1";"2";"9352";"2022-3";"2022 Diesel"
"180";"1";"2";"9352";"2021-3";"2021 Diesel"
"181";"1";"2";"10884";"32000-3";"32000 Diesel"
"182";"1";"2";"10884";"2024-3";"2024 Diesel"
"183";"1";"2";"10884";"2023-3";"2023 Diesel"
"184";"1";"21";"5024";"2012-3";"2012 Diesel"
"185";"1";"21";"5024";"2011-3";"2011 Diesel"
"186";"1";"21";"5024";"2010-3";"2010 Diesel"
"187";"1";"2";"9353";"2022-3";"2022 Diesel"
"188";"1";"2";"9353";"2021-3";"2021 Diesel"
"189";"1";"21";"454";"2000-3";"2000 Diesel"
"190";"1";"21";"454";"1999-3";"1999 Diesel"
"191";"1";"21";"454";"1998-3";"1998 Diesel"
"192";"1";"2";"10864";"32000-3";"32000 Diesel"
"193";"1";"2";"10864";"2024-3";"2024 Diesel"
"194";"1";"2";"10864";"2023-3";"2023 Diesel"
"195";"1";"21";"455";"2009-3";"2009 Diesel"
"196";"1";"21";"455";"2008-3";"2008 Diesel"
"197";"1";"21";"455";"2007-3";"2007 Diesel"
"198";"1";"21";"455";"2006-3";"2006 Diesel"
"199";"1";"21";"455";"2005-3";"2005 Diesel"
"200";"1";"21";"455";"2004-3";"2004 Diesel"
"201";"1";"21";"455";"2003-3";"2003 Diesel"
"202";"1";"21";"455";"2002-3";"2002 Diesel"
"203";"1";"21";"455";"2001-3";"2001 Diesel"
"204";"1";"21";"455";"2000-3";"2000 Diesel"
"205";"1";"21";"455";"1999-3";"1999 Diesel"
"206";"1";"21";"455";"1998-3";"1998 Diesel"
"207";"1";"2";"10569";"32000-3";"32000 Diesel"
"208";"1";"2";"10569";"2024-3";"2024 Diesel"
"209";"1";"2";"10569";"2023-3";"2023 Diesel"
"210";"1";"2";"10865";"32000-3";"32000 Diesel"
"211";"1";"2";"10865";"2024-3";"2024 Diesel"
"212";"1";"2";"10865";"2023-3";"2023 Diesel"
"213";"1";"2";"10866";"32000-3";"32000 Diesel"
"214";"1";"2";"10866";"2024-3";"2024 Diesel"
"215";"1";"2";"10866";"2023-3";"2023 Diesel"
"216";"1";"21";"8395";"2021-3";"2021 Diesel"
"217";"1";"21";"8395";"2020-3";"2020 Diesel"
"218";"1";"21";"8395";"2019-3";"2019 Diesel"
"219";"1";"21";"8395";"2018-3";"2018 Diesel"
"220";"1";"2";"4569";"2011-3";"2011 Diesel"
"221";"1";"2";"4569";"2010-3";"2010 Diesel"
"222";"1";"2";"4569";"2009-3";"2009 Diesel"
"223";"1";"2";"4569";"2008-3";"2008 Diesel"
"224";"1";"21";"456";"2000-3";"2000 Diesel"
"225";"1";"21";"456";"1999-3";"1999 Diesel"
"226";"1";"21";"456";"1998-3";"1998 Diesel"
"227";"1";"3";"5";"1999-1";"1999 Gasolina"
"228";"1";"3";"5";"1998-1";"1998 Gasolina"
"229";"1";"3";"5";"1997-1";"1997 Gasolina"
"230";"1";"3";"5";"1996-1";"1996 Gasolina"
"231";"1";"21";"5025";"2017-3";"2017 Diesel"
"232";"1";"21";"5025";"2016-3";"2016 Diesel"
"233";"1";"21";"5025";"2015-3";"2015 Diesel"
"234";"1";"21";"5025";"2014-3";"2014 Diesel"
"235";"1";"21";"5025";"2013-3";"2013 Diesel"
"236";"1";"21";"5025";"2012-3";"2012 Diesel"
"237";"1";"21";"5025";"2011-3";"2011 Diesel"
"238";"1";"21";"5025";"2010-3";"2010 Diesel"
"239";"1";"3";"6";"1998-1";"1998 Gasolina"
"240";"1";"3";"6";"1997-1";"1997 Gasolina"
"241";"1";"3";"6";"1996-1";"1996 Gasolina"
"242";"1";"3";"6";"1995-1";"1995 Gasolina"
"243";"1";"21";"5026";"2017-3";"2017 Diesel"
"244";"1";"21";"5026";"2016-3";"2016 Diesel"
"245";"1";"21";"5026";"2015-3";"2015 Diesel"
"246";"1";"21";"5026";"2014-3";"2014 Diesel"
"247";"1";"21";"5026";"2013-3";"2013 Diesel"
"248";"1";"21";"5026";"2012-3";"2012 Diesel"
"249";"1";"21";"5026";"2011-3";"2011 Diesel"
"250";"1";"21";"5026";"2010-3";"2010 Diesel"
"251";"1";"3";"7";"1999-1";"1999 Gasolina"
"252";"1";"3";"7";"1998-1";"1998 Gasolina"
"253";"1";"3";"7";"1997-1";"1997 Gasolina"
"254";"1";"3";"7";"1996-1";"1996 Gasolina"
"255";"1";"3";"8";"1998-1";"1998 Gasolina"
"256";"1";"3";"8";"1997-1";"1997 Gasolina"
"257";"1";"3";"8";"1996-1";"1996 Gasolina"
"258";"1";"21";"10660";"32000-3";"32000 Diesel"
"259";"1";"21";"10660";"2024-3";"2024 Diesel"
"260";"1";"21";"10660";"2023-3";"2023 Diesel"
"261";"1";"3";"9";"2005-1";"2005 Gasolina"
"262";"1";"3";"9";"2004-1";"2004 Gasolina"
"263";"1";"3";"9";"2003-1";"2003 Gasolina"
"264";"1";"21";"8207";"2021-3";"2021 Diesel"
"265";"1";"21";"8207";"2020-3";"2020 Diesel"
"266";"1";"21";"8207";"2019-3";"2019 Diesel"
"267";"1";"21";"8207";"2018-3";"2018 Diesel"
"268";"1";"3";"10";"1997-1";"1997 Gasolina"
"269";"1";"3";"10";"1996-1";"1996 Gasolina"
"270";"1";"3";"10";"1995-1";"1995 Gasolina"
"271";"1";"21";"457";"2009-3";"2009 Diesel"
"272";"1";"21";"457";"2008-3";"2008 Diesel"
"273";"1";"21";"457";"2007-3";"2007 Diesel"
"274";"1";"21";"457";"2006-3";"2006 Diesel"
"275";"1";"21";"457";"2005-3";"2005 Diesel"
"276";"1";"21";"457";"2004-3";"2004 Diesel"
"277";"1";"21";"457";"2003-3";"2003 Diesel"
"278";"1";"21";"457";"2002-3";"2002 Diesel"
"279";"1";"21";"457";"2001-3";"2001 Diesel"
"280";"1";"21";"457";"2000-3";"2000 Diesel"
"281";"1";"21";"457";"1999-3";"1999 Diesel"
"282";"1";"21";"457";"1998-3";"1998 Diesel"
"283";"1";"3";"11";"1997-1";"1997 Gasolina"
"284";"1";"3";"11";"1996-1";"1996 Gasolina"
"285";"1";"3";"11";"1995-1";"1995 Gasolina"
"286";"1";"3";"12";"2003-1";"2003 Gasolina"
"287";"1";"3";"12";"1999-1";"1999 Gasolina"
"288";"1";"3";"13";"2002-1";"2002 Gasolina"
"289";"1";"3";"13";"2001-1";"2001 Gasolina"
"290";"1";"3";"14";"2004-1";"2004 Gasolina"
"291";"1";"3";"14";"2003-1";"2003 Gasolina"
"292";"1";"21";"8208";"2021-3";"2021 Diesel"
"293";"1";"21";"8208";"2020-3";"2020 Diesel"
"294";"1";"21";"8208";"2019-3";"2019 Diesel"
"295";"1";"21";"8208";"2018-3";"2018 Diesel"
"296";"1";"3";"15";"2002-1";"2002 Gasolina"
"297";"1";"3";"15";"2001-1";"2001 Gasolina"
"298";"1";"3";"15";"2000-1";"2000 Gasolina"
"299";"1";"3";"15";"1999-1";"1999 Gasolina"
"300";"1";"21";"10661";"32000-3";"32000 Diesel"
"301";"1";"21";"10661";"2024-3";"2024 Diesel"
"302";"1";"21";"10661";"2023-3";"2023 Diesel"
"303";"1";"3";"16";"1996-1";"1996 Gasolina"
"304";"1";"3";"16";"1995-1";"1995 Gasolina"
"305";"1";"3";"16";"1994-1";"1994 Gasolina"
"306";"1";"3";"16";"1993-1";"1993 Gasolina"
"307";"1";"3";"16";"1992-1";"1992 Gasolina"
"308";"1";"3";"16";"1991-1";"1991 Gasolina"
"309";"1";"21";"10662";"32000-3";"32000 Diesel"
"310";"1";"21";"10662";"2024-3";"2024 Diesel"
"311";"1";"21";"10662";"2023-3";"2023 Diesel"
"312";"1";"3";"17";"1996-1";"1996 Gasolina"
"313";"1";"3";"17";"1995-1";"1995 Gasolina"
"314";"1";"21";"8396";"2019-3";"2019 Diesel"
"315";"1";"21";"8396";"2018-3";"2018 Diesel"
"316";"1";"3";"18";"2003-1";"2003 Gasolina"
"317";"1";"3";"18";"2002-1";"2002 Gasolina"
"318";"1";"3";"18";"2001-1";"2001 Gasolina"
"319";"1";"3";"18";"2000-1";"2000 Gasolina"
"320";"1";"3";"18";"1999-1";"1999 Gasolina"
"321";"1";"21";"5027";"2017-3";"2017 Diesel"
"322";"1";"21";"5027";"2016-3";"2016 Diesel"
"323";"1";"21";"5027";"2015-3";"2015 Diesel"
"324";"1";"21";"5027";"2014-3";"2014 Diesel"
"325";"1";"21";"5027";"2013-3";"2013 Diesel"
"326";"1";"21";"5027";"2012-3";"2012 Diesel"
"327";"1";"21";"5027";"2011-3";"2011 Diesel"
"328";"1";"21";"5027";"2010-3";"2010 Diesel"
"329";"1";"3";"19";"1986-1";"1986 Gasolina"
"330";"1";"3";"19";"1985-1";"1985 Gasolina"
"331";"1";"21";"5028";"2017-3";"2017 Diesel"
"332";"1";"21";"5028";"2016-3";"2016 Diesel"
"333";"1";"21";"5028";"2015-3";"2015 Diesel"
"334";"1";"21";"5028";"2014-3";"2014 Diesel"
"335";"1";"21";"5028";"2013-3";"2013 Diesel"
"336";"1";"21";"5028";"2012-3";"2012 Diesel"
"337";"1";"21";"5028";"2011-3";"2011 Diesel"
"338";"1";"21";"5028";"2010-3";"2010 Diesel"
"339";"1";"3";"20";"1997-1";"1997 Gasolina"
"340";"1";"3";"20";"1996-1";"1996 Gasolina"
"341";"1";"3";"20";"1995-1";"1995 Gasolina"
"342";"1";"3";"20";"1993-1";"1993 Gasolina"
"343";"1";"3";"20";"1992-1";"1992 Gasolina"
"344";"1";"3";"20";"1991-1";"1991 Gasolina"
"345";"1";"21";"458";"2000-3";"2000 Diesel"
"346";"1";"21";"458";"1999-3";"1999 Diesel"
"347";"1";"21";"458";"1998-3";"1998 Diesel"
"348";"1";"4";"21";"2000-3";"2000 Diesel"
"349";"1";"4";"21";"1999-3";"1999 Diesel"
"350";"1";"4";"21";"1998-3";"1998 Diesel"
"351";"1";"21";"459";"2009-3";"2009 Diesel"
"352";"1";"21";"459";"2008-3";"2008 Diesel"
"353";"1";"21";"459";"2007-3";"2007 Diesel"
"354";"1";"21";"459";"2006-3";"2006 Diesel"
"355";"1";"21";"459";"2005-3";"2005 Diesel"
"356";"1";"21";"459";"2004-3";"2004 Diesel"
"357";"1";"21";"459";"2003-3";"2003 Diesel"
"358";"1";"21";"459";"2002-3";"2002 Diesel"
"359";"1";"21";"459";"2001-3";"2001 Diesel"
"360";"1";"21";"459";"2000-3";"2000 Diesel"
"361";"1";"21";"459";"1999-3";"1999 Diesel"
"362";"1";"21";"459";"1998-3";"1998 Diesel"
"363";"1";"4";"22";"2000-3";"2000 Diesel"
"364";"1";"4";"22";"1999-3";"1999 Diesel"
"365";"1";"4";"22";"1998-3";"1998 Diesel"
"366";"1";"4";"23";"2000-3";"2000 Diesel"
"367";"1";"4";"23";"1999-3";"1999 Diesel"
"368";"1";"4";"23";"1998-3";"1998 Diesel"
"369";"1";"21";"8397";"2021-3";"2021 Diesel"
"370";"1";"21";"8397";"2020-3";"2020 Diesel"
"371";"1";"21";"8397";"2019-3";"2019 Diesel"
"372";"1";"21";"8397";"2018-3";"2018 Diesel"
"373";"1";"5";"24";"1998-3";"1998 Diesel"
"374";"1";"5";"24";"1997-3";"1997 Diesel"
"375";"1";"5";"24";"1996-3";"1996 Diesel"
"376";"1";"5";"24";"1995-3";"1995 Diesel"
"377";"1";"5";"24";"1994-3";"1994 Diesel"
"378";"1";"21";"460";"2009-3";"2009 Diesel"
"379";"1";"21";"460";"2008-3";"2008 Diesel"
"380";"1";"21";"460";"2007-3";"2007 Diesel"
"381";"1";"21";"460";"2006-3";"2006 Diesel"
"382";"1";"21";"460";"2005-3";"2005 Diesel"
"383";"1";"21";"460";"2004-3";"2004 Diesel"
"384";"1";"21";"460";"2003-3";"2003 Diesel"
"385";"1";"21";"460";"2002-3";"2002 Diesel"
"386";"1";"21";"460";"2001-3";"2001 Diesel"
"387";"1";"5";"25";"1998-3";"1998 Diesel"
"388";"1";"5";"25";"1997-3";"1997 Diesel"
"389";"1";"5";"25";"1996-3";"1996 Diesel"
"390";"1";"5";"25";"1995-3";"1995 Diesel"
"391";"1";"5";"25";"1994-3";"1994 Diesel"
"392";"1";"5";"26";"1998-3";"1998 Diesel"
"393";"1";"5";"26";"1997-3";"1997 Diesel"
"394";"1";"5";"26";"1996-3";"1996 Diesel"
"395";"1";"5";"26";"1995-3";"1995 Diesel"
"396";"1";"5";"26";"1994-3";"1994 Diesel"
"397";"1";"5";"26";"1993-3";"1993 Diesel"
"398";"1";"21";"461";"2008-3";"2008 Diesel"
"399";"1";"21";"461";"2007-3";"2007 Diesel"
"400";"1";"21";"461";"2006-3";"2006 Diesel"
"401";"1";"21";"461";"2005-3";"2005 Diesel"
"402";"1";"21";"461";"2004-3";"2004 Diesel"
"403";"1";"21";"461";"2003-3";"2003 Diesel"
"404";"1";"21";"461";"2002-3";"2002 Diesel"
"405";"1";"21";"461";"2001-3";"2001 Diesel"
"406";"1";"5";"27";"1998-3";"1998 Diesel"
"407";"1";"5";"27";"1997-3";"1997 Diesel"
"408";"1";"5";"27";"1996-3";"1996 Diesel"
"409";"1";"5";"27";"1995-3";"1995 Diesel"
"410";"1";"5";"27";"1994-3";"1994 Diesel"
"411";"1";"5";"27";"1993-3";"1993 Diesel"
"412";"1";"21";"10663";"32000-3";"32000 Diesel"
"413";"1";"21";"10663";"2024-3";"2024 Diesel"
"414";"1";"21";"10663";"2023-3";"2023 Diesel"
"415";"1";"5";"28";"1997-3";"1997 Diesel"
"416";"1";"5";"28";"1996-3";"1996 Diesel"
"417";"1";"5";"28";"1995-3";"1995 Diesel"
"418";"1";"5";"28";"1994-3";"1994 Diesel"
"419";"1";"21";"8209";"2021-3";"2021 Diesel"
"420";"1";"21";"8209";"2020-3";"2020 Diesel"
"421";"1";"21";"8209";"2019-3";"2019 Diesel"
"422";"1";"21";"8209";"2018-3";"2018 Diesel"
"423";"1";"5";"29";"1995-3";"1995 Diesel"
"424";"1";"5";"29";"1994-3";"1994 Diesel"
"425";"1";"21";"5029";"2017-3";"2017 Diesel"
"426";"1";"21";"5029";"2016-3";"2016 Diesel"
"427";"1";"21";"5029";"2015-3";"2015 Diesel"
"428";"1";"21";"5029";"2014-3";"2014 Diesel"
"429";"1";"21";"5029";"2013-3";"2013 Diesel"
"430";"1";"21";"5029";"2012-3";"2012 Diesel"
"431";"1";"21";"5029";"2011-3";"2011 Diesel"
"432";"1";"21";"5029";"2010-3";"2010 Diesel"
"433";"1";"5";"30";"1999-3";"1999 Diesel"
"434";"1";"5";"30";"1998-3";"1998 Diesel"
"435";"1";"5";"30";"1997-3";"1997 Diesel"
"436";"1";"5";"31";"1999-3";"1999 Diesel"
"437";"1";"5";"31";"1998-3";"1998 Diesel"
"438";"1";"5";"31";"1997-3";"1997 Diesel"
"439";"1";"5";"32";"1999-3";"1999 Diesel"
"440";"1";"5";"32";"1998-3";"1998 Diesel"
"441";"1";"5";"32";"1997-3";"1997 Diesel"
"442";"1";"5";"32";"1996-3";"1996 Diesel"
"443";"1";"21";"462";"1998-3";"1998 Diesel"
"444";"1";"21";"8398";"2018-3";"2018 Diesel"
"445";"1";"21";"463";"1999-3";"1999 Diesel"
"446";"1";"21";"463";"1998-3";"1998 Diesel"
"447";"1";"21";"463";"1997-3";"1997 Diesel"
"448";"1";"5";"33";"1998-1";"1998 Gasolina"
"449";"1";"5";"33";"1997-1";"1997 Gasolina"
"450";"1";"5";"33";"1996-1";"1996 Gasolina"
"451";"1";"5";"33";"1995-1";"1995 Gasolina"
"452";"1";"21";"464";"2002-3";"2002 Diesel"
"453";"1";"21";"464";"2001-3";"2001 Diesel"
"454";"1";"21";"464";"2000-3";"2000 Diesel"
"455";"1";"21";"464";"1999-3";"1999 Diesel"
"456";"1";"21";"464";"1998-3";"1998 Diesel"
"457";"1";"5";"34";"1999-1";"1999 Gasolina"
"458";"1";"5";"34";"1998-1";"1998 Gasolina"
"459";"1";"5";"34";"1997-1";"1997 Gasolina"
"460";"1";"5";"34";"1996-1";"1996 Gasolina"
"461";"1";"5";"34";"1995-1";"1995 Gasolina"
"462";"1";"5";"34";"1994-1";"1994 Gasolina"
"463";"1";"21";"465";"2000-3";"2000 Diesel"
"464";"1";"21";"465";"1999-3";"1999 Diesel"
"465";"1";"21";"465";"1998-3";"1998 Diesel"
"466";"1";"21";"466";"1999-3";"1999 Diesel"
"467";"1";"21";"466";"1998-3";"1998 Diesel"
"468";"1";"21";"466";"1997-3";"1997 Diesel"
"469";"1";"5";"35";"1998-1";"1998 Gasolina"
"470";"1";"5";"35";"1997-1";"1997 Gasolina"
"471";"1";"5";"35";"1996-1";"1996 Gasolina"
"472";"1";"5";"35";"1995-1";"1995 Gasolina"
"473";"1";"5";"35";"1994-1";"1994 Gasolina"
"474";"1";"5";"35";"1993-1";"1993 Gasolina"
"475";"1";"21";"467";"1995-1";"1995 Gasolina"
"476";"1";"21";"467";"1994-1";"1994 Gasolina"
"477";"1";"21";"468";"1996-1";"1996 Gasolina"
"478";"1";"21";"468";"1996-2";"1996 Álcool"
"479";"1";"21";"468";"1995-1";"1995 Gasolina"
"480";"1";"21";"468";"1994-1";"1994 Gasolina"
"481";"1";"21";"468";"1993-1";"1993 Gasolina"
"482";"1";"21";"468";"1992-1";"1992 Gasolina"
"483";"1";"21";"468";"1991-1";"1991 Gasolina"
"484";"1";"21";"468";"1990-1";"1990 Gasolina"
"485";"1";"21";"468";"1989-1";"1989 Gasolina"
